name,album,release_year,cluster,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min
Rip This Joint - Live,Totally Stripped - Paris (Live),2016,0,7,0.442,0.99,-4.939,0.142,0.1,8.73e-06,0.982,0.218,105.699,2.494
Start Me Up - Live,Totally Stripped - Paris (Live),2016,3,10,0.48,0.955,-5.723,0.074,0.00446,1.13e-05,0.985,0.658,130.359,4.427333333333333
It's Only Rock N Roll (But I Like It) - Live,Totally Stripped - Paris (Live),2016,0,13,0.394,0.963,-5.732,0.0963,0.012,0.0,0.925,0.646,140.419,5.080433333333334
Brown Sugar - Live,Totally Stripped - Paris (Live),2016,0,10,0.268,0.962,-5.837,0.0995,0.013,0.00999,0.969,0.0774,140.575,7.03355
Jumpin’ Jack Flash - Live,Totally Stripped - Paris (Live),2016,0,10,0.243,0.972,-5.955,0.104,0.0174,0.0432,0.902,0.111,141.685,7.594666666666667
Show Intro - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),2012,2,0,0.172,0.87,-18.104,0.0506,0.852,0.875,0.708,0.0,128.417,0.35
Everybody Needs Somebody To Love - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),2012,0,16,0.409,0.973,-5.033,0.126,0.0309,0.199,0.295,0.348,166.601,0.5986666666666667
Pain In My Heart - Live In Ireland / 1965,Live 1965: Music From Charlie Is My Darling (Live From England/1965),2012,0,14,0.185,0.911,-6.811,0.0719,0.187,0.883,0.556,0.26,183.61,2.0584333333333333
Down The Road Apiece - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),2012,0,15,0.395,0.973,-5.088,0.103,0.391,0.217,0.723,0.299,93.161,1.7191
Time Is On My Side - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),2012,3,19,0.329,0.798,-4.926,0.0431,0.0206,0.933,0.694,0.311,97.839,2.854433333333333
I'm Alright - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),2012,0,15,0.446,0.979,-6.229,0.113,0.159,0.668,0.833,0.299,117.201,2.2506666666666666
Off The Hook - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),2012,3,15,0.444,0.933,-5.228,0.0733,0.0218,0.928,0.916,0.533,76.873,2.4506666666666668
Charlie's Intro To Little Red Rooster - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),2012,0,11,0.266,0.961,-11.914,0.335,0.843,0.991,0.909,0.0321,69.859,0.5491
Little Red Rooster - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),2012,3,15,0.44,0.918,-5.533,0.0788,0.00712,0.82,0.767,0.436,115.799,2.5933333333333333
Route 66 - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),2012,0,17,0.234,0.967,-5.615,0.124,0.019,0.322,0.919,0.633,166.706,2.7386666666666666
I'm Moving On - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),2012,0,11,0.124,0.917,-4.829,0.093,0.00343,0.945,0.62,0.304,163.352,2.476
The Last Time - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),2012,0,18,0.219,0.925,-4.903,0.0559,0.000267,0.428,0.922,0.467,178.251,3.16
Everybody Needs Somebody To Love (Finale) - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),2012,0,14,0.225,0.977,-5.949,0.33,0.107,0.714,0.746,0.193,88.765,4.1
You’re Gonna Miss Me When I’m Gone - Live,Live At The Checkerboard Lounge,2012,3,23,0.513,0.881,-6.142,0.0618,0.0114,0.0229,0.967,0.737,110.215,5.496433333333333
Sweet Little Angel - Live,Live At The Checkerboard Lounge,2012,3,21,0.313,0.708,-5.354,0.0333,0.0486,5.93e-05,0.652,0.688,170.123,3.6048833333333334
Flip Flop And Fly - Live,Live At The Checkerboard Lounge,2012,3,18,0.276,0.957,-4.688,0.0641,0.00743,0.0,0.196,0.808,198.193,1.83755
Introduction - Live,Live At The Checkerboard Lounge,2012,3,17,0.544,0.904,-7.789,0.138,0.0893,0.00895,0.398,0.447,117.116,1.7091
You Don't Have To Go - Live,Live At The Checkerboard Lounge,2012,3,26,0.505,0.683,-7.037,0.0298,0.218,0.0333,0.69,0.719,86.574,5.662433333333333
Country Boy - Live,Live At The Checkerboard Lounge,2012,0,18,0.381,0.729,-6.82,0.0393,0.216,0.0685,0.836,0.425,147.649,10.231766666666667
I’m A King Bee - Live,Live At The Checkerboard Lounge,2012,3,18,0.523,0.81,-6.851,0.0381,0.0878,0.0549,0.746,0.73,97.498,4.542216666666667
Trouble No More - Live,Live At The Checkerboard Lounge,2012,0,18,0.373,0.869,-6.411,0.0678,0.0882,4.76e-05,0.936,0.665,155.344,2.802
County Jail - Live,Live At The Checkerboard Lounge,2012,2,23,0.495,0.674,-6.912,0.0268,0.225,0.00218,0.907,0.498,79.515,4.887766666666667
Baby Please Don't Go - Live,Live At The Checkerboard Lounge,2012,0,37,0.357,0.876,-6.596,0.11,0.108,0.00355,0.949,0.617,155.178,11.01555
Hoochie Coochie Man - Live,Live At The Checkerboard Lounge,2012,0,27,0.354,0.701,-6.42,0.0524,0.26,5.49e-05,0.753,0.661,181.562,4.168666666666667
Long Distance Call - Live,Live At The Checkerboard Lounge,2012,0,20,0.362,0.672,-7.27,0.0844,0.544,3.04e-06,0.886,0.663,166.52,4.902666666666667
Mannish Boy - Live,Live At The Checkerboard Lounge,2012,0,25,0.33,0.735,-6.01,0.114,0.333,0.0,0.554,0.512,171.038,10.42355
Got My Mojo Workin' - Live,Live At The Checkerboard Lounge,2012,3,19,0.512,0.835,-5.757,0.135,0.248,1.88e-05,0.663,0.757,139.738,3.300666666666667
Next Time You See Me - Live,Live At The Checkerboard Lounge,2012,0,17,0.483,0.882,-5.079,0.0891,0.0785,0.0108,0.94,0.609,123.248,10.826433333333334
One Eyed Woman - Live,Live At The Checkerboard Lounge,2012,0,26,0.364,0.707,-6.841,0.085,0.119,0.00432,0.92,0.612,171.557,9.714
Baby Please Don't Go - Live / Instrumental,Live At The Checkerboard Lounge,2012,1,25,0.692,0.693,-8.231,0.0764,0.0969,0.0245,0.369,0.726,112.235,2.0011
Clouds In My Heart - Live,Live At The Checkerboard Lounge,2012,0,16,0.358,0.685,-6.037,0.0376,0.321,0.0578,0.784,0.725,173.597,6.37
Champagne And Reefer - Live,Live At The Checkerboard Lounge,2012,0,29,0.395,0.647,-7.352,0.0549,0.427,0.0003,0.842,0.542,172.317,5.888216666666667
Instrumental 1 - Live,Live At The Checkerboard Lounge,2012,0,15,0.401,0.904,-7.721,0.0721,0.0957,0.255,0.743,0.555,164.776,3.072216666666667
Instrumental 2 - Live,Live At The Checkerboard Lounge,2012,0,14,0.517,0.978,-7.116,0.13,0.0443,0.846,0.882,0.263,138.562,4.396216666666667
Introduction - Live,Live At The Checkerboard Lounge,2012,3,2,0.556,0.899,-7.949,0.137,0.113,0.00265,0.414,0.434,117.303,1.7482166666666668
You Don't Have To Go - Live,Live At The Checkerboard Lounge,2012,3,2,0.519,0.699,-7.124,0.0339,0.213,0.0394,0.713,0.71,86.427,5.729333333333333
Baby Please Don't Go - Live,Live At The Checkerboard Lounge,2012,0,2,0.357,0.872,-6.618,0.107,0.109,0.004,0.956,0.619,155.333,11.01555
Hoochie Coochie Man - Live,Live At The Checkerboard Lounge,2012,0,4,0.351,0.704,-6.605,0.0616,0.267,9.4e-05,0.715,0.648,179.988,4.3159833333333335
Long Distance Call - Live,Live At The Checkerboard Lounge,2012,2,6,0.354,0.679,-7.111,0.0611,0.558,4.78e-06,0.82,0.599,79.439,4.826216666666666
Mannish Boy - Live,Live At The Checkerboard Lounge,2012,0,1,0.325,0.727,-6.013,0.121,0.318,0.0,0.552,0.513,173.241,10.424666666666667
Got My Mojo Workin' - Live,Live At The Checkerboard Lounge,2012,3,2,0.507,0.856,-5.8,0.135,0.219,3.71e-05,0.642,0.748,139.831,3.300666666666667
Next Time You See Me - Live,Live At The Checkerboard Lounge,2012,0,0,0.484,0.884,-5.162,0.0987,0.0754,0.0126,0.569,0.603,123.344,11.005333333333333
One Eyed Woman - Live,Live At The Checkerboard Lounge,2012,0,2,0.368,0.695,-6.823,0.0744,0.14,0.00445,0.836,0.607,168.766,9.737766666666667
Clouds In My Heart - Live,Live At The Checkerboard Lounge,2012,3,2,0.361,0.689,-6.023,0.0378,0.304,0.0732,0.738,0.721,172.298,6.37
Champagne And Reefer - Live,Live At The Checkerboard Lounge,2012,2,7,0.396,0.731,-7.491,0.0782,0.399,0.00222,0.116,0.617,171.819,6.98155
Let It Rock - Live,Some Girls: Live In Texas '78,2011,0,23,0.377,0.981,-6.038,0.0866,0.00868,5.01e-05,0.881,0.69,152.886,2.2088833333333335
All Down The Line - Live,Some Girls: Live In Texas '78,2011,0,19,0.247,0.979,-5.309,0.101,0.0271,0.693,0.985,0.597,162.637,3.943766666666667
Honky Tonk Women - Live,Some Girls: Live In Texas '78,2011,3,21,0.364,0.963,-6.41,0.0524,0.0326,0.0136,0.964,0.682,117.981,3.638
Star Star - Live,Some Girls: Live In Texas '78,2011,0,19,0.224,0.981,-5.507,0.098,0.0176,0.0326,0.983,0.697,159.136,3.7924333333333333
When The Whip Comes Down - Live,Some Girls: Live In Texas '78,2011,0,20,0.226,0.99,-5.149,0.121,0.000209,0.087,0.984,0.555,154.706,5.2202166666666665
Beast Of Burden - Live,Some Girls: Live In Texas '78,2011,3,31,0.584,0.901,-6.107,0.0371,0.0303,0.156,0.907,0.669,108.123,6.481766666666666
Miss You - Live,Some Girls: Live In Texas '78,2011,3,24,0.47,0.949,-5.673,0.045,0.00252,0.475,0.93,0.829,117.158,8.59265
Just My Imagination - Live,Some Girls: Live In Texas '78,2011,0,22,0.294,0.962,-6.013,0.0808,0.000194,0.221,0.95,0.601,118.193,6.668216666666667
Shattered - Live,Some Girls: Live In Texas '78,2011,0,20,0.272,0.99,-5.202,0.173,0.00235,0.16,0.983,0.429,160.735,4.7491
Respectable - Live,Some Girls: Live In Texas '78,2011,0,18,0.227,0.991,-5.166,0.254,0.00517,0.16,0.99,0.167,167.919,3.387766666666667
Far Away Eyes - Live,Some Girls: Live In Texas '78,2011,2,20,0.313,0.635,-8.931,0.0442,0.256,0.0019,0.85,0.515,92.33,5.851766666666666
Love In Vain - Live,Some Girls: Live In Texas '78,2011,0,15,0.223,0.745,-5.445,0.0361,0.0253,0.133,0.87,0.496,168.968,4.896883333333333
Tumbling Dice - Live,Some Girls: Live In Texas '78,2011,0,19,0.384,0.98,-5.591,0.0897,0.00769,0.0751,0.853,0.555,119.366,4.648216666666666
Happy - Live,Some Girls: Live In Texas '78,2011,0,18,0.171,0.989,-4.568,0.164,0.00686,0.000475,0.904,0.382,157.806,3.2124333333333333
Sweet Little Sixteen - Live,Some Girls: Live In Texas '78,2011,0,20,0.272,0.948,-4.756,0.102,0.00199,0.00404,0.92,0.819,171.815,3.19155
Brown Sugar - Live,Some Girls: Live In Texas '78,2011,0,17,0.184,0.973,-4.176,0.0656,0.000497,0.275,0.954,0.6,156.605,3.240883333333333
Jumpin' Jack Flash - Live,Some Girls: Live In Texas '78,2011,0,18,0.122,0.989,-4.603,0.106,2.41e-05,0.673,0.942,0.289,159.883,6.254
Rough Justice - Remastered 2009,A Bigger Bang (2009 Re-Mastered),2005,3,32,0.41,0.891,-3.125,0.0581,0.00317,9.95e-05,0.202,0.559,137.976,3.1822166666666667
Let Me Down Slow - Remastered,A Bigger Bang (2009 Re-Mastered),2005,3,27,0.501,0.956,-3.432,0.0571,0.0225,0.000213,0.49,0.759,140.469,4.2522166666666665
It Won't Take Long - Remastered,A Bigger Bang (2009 Re-Mastered),2005,3,24,0.474,0.927,-3.579,0.068,0.0199,1.46e-05,0.113,0.576,117.37,3.916
Rain Fall Down - Remastered 2009,A Bigger Bang (2009 Re-Mastered),2005,3,39,0.651,0.862,-5.871,0.0565,0.00178,0.00856,0.104,0.5,98.013,4.8966666666666665
Streets Of Love - Remastered 2009,A Bigger Bang (2009 Re-Mastered),2005,2,45,0.434,0.603,-4.995,0.0312,0.0416,6.44e-06,0.653,0.213,81.755,5.1551
Back Of My Hand - Remastered,A Bigger Bang (2009 Re-Mastered),2005,2,24,0.488,0.674,-6.41,0.0431,0.654,0.000562,0.363,0.425,85.049,3.54
She Saw Me Coming - Remastered,A Bigger Bang (2009 Re-Mastered),2005,3,22,0.501,0.931,-2.386,0.0472,0.159,0.0,0.357,0.854,94.228,3.20955
Biggest Mistake - Remastered,A Bigger Bang (2009 Re-Mastered),2005,3,26,0.563,0.861,-3.343,0.0325,0.197,0.0,0.231,0.807,113.98,4.0911
This Place Is Empty - Remastered,A Bigger Bang (2009 Re-Mastered),2005,1,26,0.592,0.669,-6.291,0.0264,0.281,1.48e-06,0.185,0.51,90.209,3.278216666666667
"Oh No, Not You Again - Remastered",A Bigger Bang (2009 Re-Mastered),2005,3,23,0.48,0.984,-2.31,0.0937,0.0119,0.0,0.31,0.495,140.402,3.78
Dangerous Beauty - Remastered,A Bigger Bang (2009 Re-Mastered),2005,3,21,0.659,0.928,-3.308,0.0394,0.014,0.000288,0.348,0.624,110.524,3.802216666666667
"Laugh, I Nearly Died - Remastered",A Bigger Bang (2009 Re-Mastered),2005,1,41,0.723,0.606,-4.568,0.0359,0.142,6.87e-06,0.089,0.296,75.028,4.900666666666667
Sweet Neo Con - Remastered,A Bigger Bang (2009 Re-Mastered),2005,3,20,0.72,0.859,-3.696,0.0378,0.0684,0.000773,0.553,0.898,113.065,4.566
Look What The Cat Dragged In - Remastered,A Bigger Bang (2009 Re-Mastered),2005,3,21,0.506,0.98,-2.494,0.145,0.00885,0.00332,0.138,0.556,117.003,3.9544333333333332
Driving Too Fast - Remastered,A Bigger Bang (2009 Re-Mastered),2005,3,21,0.472,0.978,-2.529,0.0937,0.0211,0.0,0.268,0.657,142.332,3.9417666666666666
Infamy - Remastered,A Bigger Bang (2009 Re-Mastered),2005,1,21,0.7,0.706,-4.455,0.0384,0.349,0.0,0.0779,0.915,108.974,3.79555
"Brown Sugar - Live At Madison Square Garden, USA / 2003",Live Licks,2004,0,6,0.38,0.973,-4.67,0.121,0.0103,0.00723,0.837,0.361,139.155,3.838216666666667
"Street Fighting Man - Live At Twickenham, England / 2003",Live Licks,2004,0,6,0.236,0.987,-3.613,0.197,0.0556,0.534,0.988,0.173,143.969,3.7244333333333333
"Paint It Black - Live At Twickenham, England / 2003",Live Licks,2004,0,8,0.204,0.975,-4.064,0.107,0.0547,0.000772,0.994,0.263,156.466,3.7444333333333333
"You Can't Always Get What You Want - Live At Twickenham, England / 2003",Live Licks,2004,0,7,0.257,0.876,-5.065,0.0737,0.124,0.0104,0.998,0.444,174.889,6.763333333333334
"Start Me Up - Live At Madison Square Garden, USA / 2003",Live Licks,2004,0,7,0.466,0.985,-3.098,0.0963,0.139,0.0131,0.984,0.474,130.245,4.04
"It's Only Rock 'n' Roll (But I Like It) - Live At Madison Square Garden, USA / 2003",Live Licks,2004,0,6,0.382,0.979,-3.791,0.172,0.152,0.00344,0.975,0.481,140.622,4.9
"Angie - Live At Madison Square Garden, USA / 2003",Live Licks,2004,0,9,0.353,0.767,-5.451,0.0363,0.195,0.0,0.886,0.454,156.94,3.4862166666666665
"Honky Tonk Women - Live At Madison Square Garden, USA / 2003",Live Licks,2004,0,7,0.491,0.966,-4.005,0.087,0.332,1.28e-05,0.976,0.495,112.486,3.4048833333333333
"Happy - Live At Madison Square Garden, USA / 2003",Live Licks,2004,0,5,0.337,0.957,-3.287,0.104,0.0736,0.00175,0.955,0.583,136.411,3.62555
Gimme Shelter - Live Licks Tour,Live Licks,2004,0,10,0.402,0.971,-3.678,0.0696,0.253,0.00104,0.721,0.269,119.734,6.8373333333333335
"(I Can't Get No) Satisfaction - Live At Madison Square Garden, USA / 2003",Live Licks,2004,0,7,0.297,0.97,-3.571,0.056,0.024,0.00521,0.951,0.533,142.146,4.91555
"Neighbours - Live At Olympia, Paris, France / 2003",Live Licks,2004,0,3,0.286,0.978,-3.62,0.257,0.0463,0.0296,0.963,0.242,156.641,3.6811
"Monkey Man - Live At Madison Square Garden, USA / 2003",Live Licks,2004,0,6,0.394,0.946,-4.406,0.0599,0.0615,0.0135,0.771,0.262,100.917,3.6811
Rocks Off - Live Licks Tour,Live Licks,2004,0,4,0.356,0.986,-3.855,0.153,0.0757,0.000574,0.979,0.19,142.645,3.6966666666666668
"Can't You Hear Me Knocking - Live At The Wiltern Theatre, Los Angeles, USA / 2002",Live Licks,2004,0,8,0.402,0.882,-5.275,0.0413,0.0789,0.103,0.967,0.674,149.993,10.0371
"That's How Strong My Love Is - Live At Olympia, Paris, France / 2003",Live Licks,2004,0,4,0.302,0.835,-4.306,0.0762,0.292,0.000129,0.976,0.638,180.912,4.748433333333334
"The Nearness Of You - Live At Olympia, Paris, France / 2003",Live Licks,2004,2,3,0.328,0.575,-7.31,0.0276,0.429,2.31e-05,0.812,0.328,78.24,4.573766666666667
Beast Of Burden - Live Licks Tour,Live Licks,2004,3,6,0.561,0.921,-4.328,0.0393,0.126,2.61e-05,0.946,0.598,99.147,4.146216666666667
"When The Whip Comes Down - Live At Madison Square Garden, USA / 2003",Live Licks,2004,0,3,0.332,0.993,-3.196,0.213,0.0231,0.00645,0.957,0.199,149.355,4.474433333333334
"Rock Me, Baby - Live At The Wiltern Theatre, Los Angeles, USA / 2002",Live Licks,2004,0,3,0.316,0.928,-4.196,0.0819,0.277,7e-05,0.972,0.577,93.713,3.84
"You Don't Have To Mean It - Live At The Wiltern Theatre, Los Angeles, USA / 2002",Live Licks,2004,3,3,0.533,0.81,-6.048,0.045,0.0803,0.0,0.948,0.603,121.27,4.58
"Worried About You - Live At Olympia, Paris, France / 2003",Live Licks,2004,2,4,0.406,0.667,-6.574,0.0519,0.661,0.00055,0.468,0.299,92.191,6.014883333333334
"Everybody Needs Somebody To Love - Live At The Wiltern Theatre, Los Angeles, USA / 2002",Live Licks,2004,0,5,0.264,0.967,-3.668,0.231,0.293,0.000216,0.768,0.228,187.064,6.578883333333334
Neighbours - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,2004,0,18,0.292,0.985,-2.458,0.24,0.0462,0.0259,0.969,0.206,156.543,3.676
Monkey Man - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,2004,0,23,0.214,0.96,-3.1,0.0695,0.0702,0.0108,0.762,0.269,201.901,3.683333333333333
Rocks Off - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,2004,0,20,0.342,0.99,-2.457,0.158,0.0727,8.61e-05,0.964,0.193,142.616,3.697766666666667
Can't You Hear Me Knocking - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,2004,0,25,0.405,0.909,-3.834,0.0413,0.0611,0.109,0.98,0.656,149.819,10.038883333333333
That's How Strong My Love Is - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,2004,0,21,0.298,0.857,-3.417,0.0808,0.329,0.000267,0.976,0.637,181.995,4.748433333333334
The Nearness Of You - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,2004,2,18,0.328,0.589,-6.759,0.0291,0.412,6.31e-05,0.67,0.287,80.367,4.573766666666667
Beast Of Burden - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,2004,0,29,0.295,0.938,-3.148,0.0778,0.114,2.11e-05,0.927,0.605,197.808,4.144433333333334
